#Airplane
ap.boardingTime	Double	35	mins
p293.hasCheckinLuggage	String	true	boolean
p293.hasDanger	String	false	boolean
p293.updateLight	String	false	boolean
p293.updateBillboard	String	false	boolean
#Passenger p294
p294.traffic	String	true	boolean
p294.flightNo	String	CZ3265	unit
p294.fee	Double	0	yuan
p294.light	Double	3	degree
p294.hasCheckinLuggage	String	true	boolean
p294.hasDanger	String	false	boolean
p294.updateLight	String	false	boolean
p294.updateBillboard	String	false	boolean
#Passenger p295
p295.traffic	String	true	boolean
p295.flightNo	String	CZ3265	unit
p295.fee	Double	0	yuan
p295.light	Double	5	degree
p295.hasCheckinLuggage	String	true	boolean
p295.hasDanger	String	false	boolean
p295.updateLight	String	false	boolean
p295.updateBillboard	String	false	boolean
#Passenger p296
p296.traffic	String	true	boolean
p296.flightNo	String	CZ3265	unit
p296.fee	Double	0	yuan
p296.light	Double	8	degree
p296.hasCheckinLuggage	String	true	boolean
p296.hasDanger	String	false	boolean
p296.updateLight	String	false	boolean
p296.updateBillboard	String	false	boolean
#Passenger p297
p297.traffic	String	true	boolean
p297.flightNo	String	CZ3265	unit
p297.fee	Double	0	yuan
p297.light	Double	1	degree
p297.hasCheckinLuggage	String	true	boolean
p297.hasDanger	String	false	boolean
p297.updateLight	String	false	boolean
p297.updateBillboard	String	false	boolean
#Passenger p298
p298.traffic	String	true	boolean
p298.flightNo	String	CZ3265	unit
p298.fee	Double	0	yuan
p298.light	Double	1	degree
p298.hasCheckinLuggage	String	true	boolean
p298.hasDanger	String	false	boolean
p298.updateLight	String	false	boolean
p298.updateBillboard	String	false	boolean
#Passenger p299
p299.traffic	String	true	boolean
p299.flightNo	String	CZ3265	unit
p299.fee	Double	0	yuan
p299.light	Double	1	degree
p299.hasCheckinLuggage	String	true	boolean
p299.hasDanger	String	false	boolean
p299.updateLight	String	false	boolean
p299.updateBillboard	String	false	boolean
#Passenger p300
p300.traffic	String	true	boolean
p300.flightNo	String	CZ3265	unit
p300.fee	Double	0	yuan
p300.light	Double	10	degree
p300.hasCheckinLuggage	String	true	boolean
p300.hasDanger	String	false	boolean
p300.updateLight	String	false	boolean
p300.updateBillboard	String	false	boolean
